asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-001236,notification-service-dev-1236.internal,dev,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-001237,order-service-qa-1237.internal,qa,order-service,Platform Engineering,Retail,active,us-east,linux,provisioning
ASSET-001238,inventory-service-staging-1238.internal,staging,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-001239,customer-portal-prod-1239.internal,prod,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-001240,order-service-qa-1240.internal,qa,order-service,Platform Engineering,Retail,active,us-west,macos,active
ASSET-001241,billing-engine-staging-1241.internal,staging,billing-engine,Payments Team,Finance,decommissioned,us-west,linux,provisioning
ASSET-001242,warehouse-management-dev-1242.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,retired
ASSET-001243,api-gateway-dev-1243.internal,dev,api-gateway,SRE Team,Platform,active,us-east,linux,active
ASSET-001244,billing-engine-prod-1244.internal,prod,billing-engine,Payments Team,Finance,active,us-west,linux,deprecated
ASSET-001245,reporting-dashboard-dev-1245.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,provisioning
ASSET-001246,api-gateway-dev-1246.internal,dev,api-gateway,SRE Team,Platform,decommissioned,us-west,windows,active
ASSET-001247,fraud-detection-prod-1247.internal,prod,fraud-detection,Security Team,Finance,active,eu-west,macos,active
ASSET-001248,auth-service-prod-1248.internal,prod,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-001249,customer-portal-staging-1249.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-001250,api-gateway-qa-1250.internal,qa,api-gateway,SRE Team,Platform,active,us-east,windows,active
ASSET-001251,shipping-tracker-prod-1251.internal,prod,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-001252,auth-service-dev-1252.internal,dev,auth-service,Security Team,Platform,active,eu-west,linux,deprecated
ASSET-001253,inventory-service-qa-1253.internal,qa,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-001254,warehouse-management-qa-1254.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,linux,provisioning
ASSET-001255,search-service-prod-1255.internal,prod,search-service,Platform Engineering,Retail,active,ap-southeast,linux,retired
ASSET-001256,inventory-service-prod-1256.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,linux,deprecated
ASSET-001257,shipping-tracker-staging-1257.internal,staging,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-001258,analytics-pipeline-dev-1258.internal,dev,analytics-pipeline,Data Engineering,Platform,active,eu-west,macos,active
ASSET-001259,analytics-pipeline-qa-1259.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,deprecated
ASSET-001260,fraud-detection-dev-1260.internal,dev,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-001261,shipping-tracker-prod-1261.internal,prod,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,provisioning
ASSET-001262,reporting-dashboard-dev-1262.internal,dev,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-001263,auth-service-dev-1263.internal,dev,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-001264,fraud-detection-staging-1264.internal,staging,fraud-detection,Security Team,Finance,active,eu-west,linux,provisioning
ASSET-001265,shipping-tracker-qa-1265.internal,qa,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,retired
ASSET-001266,order-service-prod-1266.internal,prod,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-001267,order-service-dev-1267.internal,dev,order-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-001268,notification-service-prod-1268.internal,prod,notification-service,Platform Engineering,Platform,maintenance,ap-southeast,linux,active
ASSET-001269,api-gateway-dev-1269.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,windows,active
ASSET-001270,order-service-dev-1270.internal,dev,order-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-001271,notification-service-qa-1271.internal,qa,notification-service,Platform Engineering,Platform,active,eu-west,linux,active
ASSET-001272,inventory-service-dev-1272.internal,dev,inventory-service,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-001273,reporting-dashboard-qa-1273.internal,qa,reporting-dashboard,Data Engineering,Platform,maintenance,us-east,windows,active
ASSET-001274,recommendation-engine-dev-1274.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-001275,warehouse-management-dev-1275.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,linux,active
ASSET-001276,recommendation-engine-staging-1276.internal,staging,recommendation-engine,Data Engineering,Retail,active,us-east,windows,active
ASSET-001277,search-service-dev-1277.internal,dev,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-001278,warehouse-management-staging-1278.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-west,linux,retired
ASSET-001279,order-service-staging-1279.internal,staging,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-001280,fraud-detection-dev-1280.internal,dev,fraud-detection,Security Team,Finance,active,us-west,windows,provisioning
ASSET-001281,warehouse-management-prod-1281.internal,prod,warehouse-management,Logistics Team,Logistics,active,us-east,linux,retired
ASSET-001282,warehouse-management-dev-1282.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,linux,retired
ASSET-001283,notification-service-qa-1283.internal,qa,notification-service,Platform Engineering,Platform,active,us-west,macos,active
ASSET-001284,fraud-detection-dev-1284.internal,dev,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-001285,notification-service-prod-1285.internal,prod,notification-service,Platform Engineering,Platform,maintenance,us-west,windows,deprecated
ASSET-001286,order-service-qa-1286.internal,qa,order-service,Platform Engineering,Retail,active,us-west,linux,provisioning
ASSET-001287,reporting-dashboard-qa-1287.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-west,windows,active
ASSET-001288,shipping-tracker-prod-1288.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-east,linux,active
ASSET-001289,inventory-service-dev-1289.internal,dev,inventory-service,Logistics Team,Logistics,active,us-west,linux,active
ASSET-001290,search-service-prod-1290.internal,prod,search-service,Platform Engineering,Retail,maintenance,ap-southeast,linux,provisioning
ASSET-001291,shipping-tracker-staging-1291.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,active
ASSET-001292,fraud-detection-prod-1292.internal,prod,fraud-detection,Security Team,Finance,maintenance,us-east,linux,active
ASSET-001293,auth-service-prod-1293.internal,prod,auth-service,Security Team,Platform,active,ap-southeast,linux,provisioning
ASSET-001294,order-service-prod-1294.internal,prod,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-001295,api-gateway-dev-1295.internal,dev,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-001296,billing-engine-prod-1296.internal,prod,billing-engine,Payments Team,Finance,active,ap-southeast,linux,provisioning
ASSET-001297,shipping-tracker-prod-1297.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,deprecated
ASSET-001298,recommendation-engine-staging-1298.internal,staging,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,deprecated
ASSET-001299,billing-engine-dev-1299.internal,dev,billing-engine,Payments Team,Finance,active,eu-west,windows,active
ASSET-001300,order-service-prod-1300.internal,prod,order-service,Platform Engineering,Retail,active,us-east,linux,deprecated
ASSET-001301,warehouse-management-dev-1301.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,provisioning
ASSET-001302,auth-service-qa-1302.internal,qa,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-001303,recommendation-engine-qa-1303.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,linux,deprecated
ASSET-001304,reporting-dashboard-dev-1304.internal,dev,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,macos,deprecated
ASSET-001305,search-service-staging-1305.internal,staging,search-service,Platform Engineering,Retail,maintenance,eu-west,linux,active
ASSET-001306,recommendation-engine-dev-1306.internal,dev,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-001307,shipping-tracker-staging-1307.internal,staging,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-001308,shipping-tracker-prod-1308.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,provisioning
ASSET-001309,auth-service-dev-1309.internal,dev,auth-service,Security Team,Platform,active,ap-southeast,macos,active
ASSET-001310,fraud-detection-staging-1310.internal,staging,fraud-detection,Security Team,Finance,maintenance,us-east,linux,active
ASSET-001311,billing-engine-dev-1311.internal,dev,billing-engine,Payments Team,Finance,active,us-west,windows,active
ASSET-001312,notification-service-prod-1312.internal,prod,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-001313,warehouse-management-prod-1313.internal,prod,warehouse-management,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-001314,fraud-detection-dev-1314.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,retired
ASSET-001315,reporting-dashboard-staging-1315.internal,staging,reporting-dashboard,Data Engineering,Platform,active,us-east,windows,active
ASSET-001316,customer-portal-qa-1316.internal,qa,customer-portal,Customer Experience Team,Retail,active,ap-southeast,windows,retired
ASSET-001317,recommendation-engine-qa-1317.internal,qa,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-001318,analytics-pipeline-staging-1318.internal,staging,analytics-pipeline,Data Engineering,Platform,active,eu-west,linux,active
ASSET-001319,auth-service-qa-1319.internal,qa,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-001320,notification-service-staging-1320.internal,staging,notification-service,Platform Engineering,Platform,active,ap-southeast,windows,provisioning
ASSET-001321,inventory-service-dev-1321.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,windows,active
ASSET-001322,customer-portal-qa-1322.internal,qa,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-001323,analytics-pipeline-prod-1323.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-001324,reporting-dashboard-dev-1324.internal,dev,reporting-dashboard,Data Engineering,Platform,decommissioned,eu-west,linux,deprecated
ASSET-001325,fraud-detection-qa-1325.internal,qa,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-001326,payment-gateway-dev-1326.internal,dev,payment-gateway,Payments Team,Finance,maintenance,ap-southeast,windows,active
ASSET-001327,recommendation-engine-prod-1327.internal,prod,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-001328,inventory-service-qa-1328.internal,qa,inventory-service,Logistics Team,Logistics,maintenance,eu-west,windows,active
ASSET-001329,recommendation-engine-qa-1329.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-001330,notification-service-dev-1330.internal,dev,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-001331,auth-service-qa-1331.internal,qa,auth-service,Security Team,Platform,active,us-west,windows,deprecated
ASSET-001332,recommendation-engine-prod-1332.internal,prod,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-001333,auth-service-qa-1333.internal,qa,auth-service,Security Team,Platform,active,us-west,macos,active
ASSET-001334,fraud-detection-qa-1334.internal,qa,fraud-detection,Security Team,Finance,active,eu-west,windows,active
ASSET-001335,analytics-pipeline-staging-1335.internal,staging,analytics-pipeline,Data Engineering,Platform,active,eu-west,windows,active
ASSET-001336,api-gateway-qa-1336.internal,qa,api-gateway,SRE Team,Platform,active,ap-southeast,windows,active
ASSET-001337,search-service-qa-1337.internal,qa,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-001338,customer-portal-dev-1338.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-001339,warehouse-management-dev-1339.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-001340,auth-service-staging-1340.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,deprecated
ASSET-001341,analytics-pipeline-prod-1341.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,windows,provisioning
ASSET-001342,payment-gateway-prod-1342.internal,prod,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-001343,inventory-service-prod-1343.internal,prod,inventory-service,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-001344,analytics-pipeline-qa-1344.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,deprecated
ASSET-001345,payment-gateway-dev-1345.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,windows,provisioning
