incident_id,service,severity,status,opened_at,resolved_at,summary,root_cause
INC-000596,inventory-service,SEV1,mitigated,2025-03-16 06:45:27,2025-03-16 09:18:02.528978262,Incident on inventory-service triggered by an unhandled exception in a new code path.,A configuration change was deployed without a canary rollout.
INC-000597,customer-portal,SEV3,resolved,2024-08-18 03:23:53,2024-08-18 03:50:15.720703844,Incident on customer-portal triggered by network partition between regions.,A credential rotation job failed silently.
INC-000598,shipping-tracker,SEV4,resolved,2025-02-24 10:42:15,2025-02-24 11:40:28.991895870,Incident on shipping-tracker triggered by an unhandled exception in a new code path.,A configuration change was deployed without a canary rollout.
INC-000599,recommendation-engine,SEV4,resolved,2025-08-30 18:52:01,2025-08-30 21:10:08.176772866,Incident on recommendation-engine triggered by an unhandled exception in a new code path.,A memory leak introduced in the previous release caused gradual degradation.
INC-000600,shipping-tracker,SEV1,resolved,2025-04-03 03:39:26,2025-04-03 11:02:44.658554162,Incident on shipping-tracker triggered by a misconfigured deployment.,Capacity was not scaled ahead of a known traffic event.
INC-000601,billing-engine,SEV4,open,2024-10-26 14:05:55,,Incident on billing-engine triggered by network partition between regions.,
INC-000602,api-gateway,SEV2,resolved,2024-02-16 05:13:47,2024-02-16 14:08:09.182699666,Incident on api-gateway triggered by a misconfigured deployment.,An upstream dependency exceeded its SLA during a regional failover.
INC-000603,warehouse-management,SEV4,mitigated,2024-03-31 00:19:40,2024-03-31 04:29:25.606301068,Incident on warehouse-management triggered by an unhandled exception in a new code path.,A configuration change was deployed without a canary rollout.
INC-000604,billing-engine,SEV4,mitigated,2025-07-12 18:18:34,2025-07-13 01:51:43.576494358,Incident on billing-engine triggered by a downstream dependency timeout.,A configuration change was deployed without a canary rollout.
INC-000605,inventory-service,SEV2,resolved,2024-04-30 22:19:57,2024-05-01 00:02:17.175050520,Incident on inventory-service triggered by database connection pool exhaustion.,An upstream dependency exceeded its SLA during a regional failover.
INC-000606,warehouse-management,SEV4,open,2025-09-18 02:08:59,,Incident on warehouse-management triggered by an expired credential.,
INC-000607,reporting-dashboard,SEV4,resolved,2025-02-27 18:21:43,2025-02-27 20:29:58.148205250,Incident on reporting-dashboard triggered by network partition between regions.,A credential rotation job failed silently.
INC-000608,reporting-dashboard,SEV2,resolved,2025-09-15 18:13:12,2025-09-15 22:24:42.494080782,Incident on reporting-dashboard triggered by an expired credential.,Insufficient connection pool sizing for peak load.
INC-000609,payment-gateway,SEV4,resolved,2025-07-23 10:13:00,2025-07-23 11:21:30.661998636,Incident on payment-gateway triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-000610,shipping-tracker,SEV2,mitigated,2025-05-10 20:16:56,2025-05-11 00:52:14.608938260,Incident on shipping-tracker triggered by an expired credential.,A credential rotation job failed silently.
INC-000611,billing-engine,SEV3,resolved,2024-11-26 03:23:23,2024-11-26 09:19:54.388625054,Incident on billing-engine triggered by a downstream dependency timeout.,An upstream dependency exceeded its SLA during a regional failover.
INC-000612,search-service,SEV4,resolved,2025-08-04 04:08:02,2025-08-04 13:36:35.161461284,Incident on search-service triggered by a misconfigured deployment.,Capacity was not scaled ahead of a known traffic event.
INC-000613,payment-gateway,SEV4,resolved,2025-05-08 00:14:35,2025-05-08 05:38:26.654131376,Incident on payment-gateway triggered by network partition between regions.,A configuration change was deployed without a canary rollout.
INC-000614,inventory-service,SEV4,resolved,2025-09-08 10:15:54,2025-09-08 15:07:12.500091120,Incident on inventory-service triggered by a downstream dependency timeout.,A memory leak introduced in the previous release caused gradual degradation.
INC-000615,auth-service,SEV4,mitigated,2024-11-26 21:19:07,2024-11-27 04:43:56.971565350,Incident on auth-service triggered by database connection pool exhaustion.,Insufficient connection pool sizing for peak load.
INC-000616,notification-service,SEV3,resolved,2025-09-06 18:29:47,2025-09-06 22:18:48.062189810,Incident on notification-service triggered by an expired credential.,A memory leak introduced in the previous release caused gradual degradation.
INC-000617,api-gateway,SEV4,resolved,2025-08-22 18:14:21,2025-08-23 00:35:09.611934672,Incident on api-gateway triggered by an unhandled exception in a new code path.,Insufficient connection pool sizing for peak load.
INC-000618,recommendation-engine,SEV3,resolved,2024-01-25 13:33:08,2024-01-25 23:04:50.419111934,Incident on recommendation-engine triggered by a misconfigured deployment.,A configuration change was deployed without a canary rollout.
INC-000619,recommendation-engine,SEV4,resolved,2025-04-18 23:47:42,2025-04-19 03:51:44.666385450,Incident on recommendation-engine triggered by database connection pool exhaustion.,A configuration change was deployed without a canary rollout.
INC-000620,recommendation-engine,SEV4,resolved,2024-11-10 04:31:18,2024-11-10 11:10:40.760088186,Incident on recommendation-engine triggered by a memory leak in a recent release.,A credential rotation job failed silently.
INC-000621,analytics-pipeline,SEV3,resolved,2024-02-27 07:54:28,2024-02-27 16:44:25.646721982,Incident on analytics-pipeline triggered by a misconfigured deployment.,Insufficient connection pool sizing for peak load.
INC-000622,order-service,SEV4,resolved,2024-09-17 18:23:04,2024-09-17 18:58:38.011410940,Incident on order-service triggered by elevated traffic beyond provisioned capacity.,Capacity was not scaled ahead of a known traffic event.
INC-000623,shipping-tracker,SEV4,mitigated,2025-08-04 07:12:14,2025-08-04 11:01:07.395002078,Incident on shipping-tracker triggered by a misconfigured deployment.,A configuration change was deployed without a canary rollout.
INC-000624,analytics-pipeline,SEV3,resolved,2025-08-28 10:40:51,2025-08-28 14:36:28.756686072,Incident on analytics-pipeline triggered by elevated traffic beyond provisioned capacity.,An upstream dependency exceeded its SLA during a regional failover.
INC-000625,search-service,SEV4,resolved,2025-07-14 10:12:13,2025-07-14 17:46:14.408588830,Incident on search-service triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-000626,warehouse-management,SEV4,resolved,2025-03-05 05:32:49,2025-03-05 07:49:09.886659706,Incident on warehouse-management triggered by database connection pool exhaustion.,A configuration change was deployed without a canary rollout.
INC-000627,fraud-detection,SEV4,resolved,2024-11-22 15:38:38,2024-11-22 17:44:01.277893124,Incident on fraud-detection triggered by a memory leak in a recent release.,A memory leak introduced in the previous release caused gradual degradation.
INC-000628,fraud-detection,SEV3,resolved,2024-06-26 11:54:15,2024-06-26 21:01:20.365343760,Incident on fraud-detection triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
INC-000629,warehouse-management,SEV3,resolved,2025-11-09 17:37:20,2025-11-09 18:44:13.632265460,Incident on warehouse-management triggered by database connection pool exhaustion.,Capacity was not scaled ahead of a known traffic event.
INC-000630,analytics-pipeline,SEV4,mitigated,2025-06-06 09:19:07,2025-06-06 18:07:10.859586729,Incident on analytics-pipeline triggered by a downstream dependency timeout.,Capacity was not scaled ahead of a known traffic event.
INC-000631,recommendation-engine,SEV4,open,2024-07-19 06:57:05,,Incident on recommendation-engine triggered by a downstream dependency timeout.,
INC-000632,payment-gateway,SEV3,mitigated,2024-06-23 06:02:10,2024-06-23 08:18:11.344094932,Incident on payment-gateway triggered by a downstream dependency timeout.,Insufficient connection pool sizing for peak load.
INC-000633,reporting-dashboard,SEV4,resolved,2025-07-14 10:47:15,2025-07-14 16:40:28.750313022,Incident on reporting-dashboard triggered by database connection pool exhaustion.,Capacity was not scaled ahead of a known traffic event.
INC-000634,order-service,SEV3,open,2024-11-22 10:43:49,,Incident on order-service triggered by network partition between regions.,
INC-000635,billing-engine,SEV4,resolved,2024-08-09 15:39:18,2024-08-09 17:08:39.236260614,Incident on billing-engine triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-000636,payment-gateway,SEV4,resolved,2025-12-03 00:32:46,2025-12-03 01:42:44.623057072,Incident on payment-gateway triggered by a misconfigured deployment.,A credential rotation job failed silently.
INC-000637,order-service,SEV4,open,2024-11-21 17:36:35,,Incident on order-service triggered by database connection pool exhaustion.,
INC-000638,reporting-dashboard,SEV3,resolved,2024-07-30 12:29:23,2024-07-30 13:25:43.140940430,Incident on reporting-dashboard triggered by a misconfigured deployment.,A configuration change was deployed without a canary rollout.
INC-000639,auth-service,SEV3,resolved,2025-05-23 08:21:04,2025-05-23 09:22:31.670581162,Incident on auth-service triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-000640,api-gateway,SEV3,resolved,2025-09-19 13:52:56,2025-09-19 16:34:35.817776072,Incident on api-gateway triggered by a memory leak in a recent release.,An upstream dependency exceeded its SLA during a regional failover.
INC-000641,auth-service,SEV3,resolved,2025-02-20 19:15:53,2025-02-21 04:39:48.611865602,Incident on auth-service triggered by a memory leak in a recent release.,A configuration change was deployed without a canary rollout.
INC-000642,shipping-tracker,SEV3,resolved,2024-05-30 23:51:38,2024-05-31 03:37:00.510993218,Incident on shipping-tracker triggered by an unhandled exception in a new code path.,A credential rotation job failed silently.
INC-000643,search-service,SEV4,resolved,2024-10-05 07:38:51,2024-10-05 09:00:16.571361102,Incident on search-service triggered by network partition between regions.,Capacity was not scaled ahead of a known traffic event.
INC-000644,reporting-dashboard,SEV4,resolved,2024-01-03 12:43:12,2024-01-03 20:22:16.612185918,Incident on reporting-dashboard triggered by an unhandled exception in a new code path.,A credential rotation job failed silently.
INC-000645,auth-service,SEV4,resolved,2024-11-01 13:55:20,2024-11-01 22:47:53.834052134,Incident on auth-service triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-000646,billing-engine,SEV2,resolved,2025-06-04 19:31:55,2025-06-04 22:56:42.100325902,Incident on billing-engine triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-000647,auth-service,SEV4,mitigated,2025-03-15 09:19:08,2025-03-15 14:29:15.639446035,Incident on auth-service triggered by an expired credential.,A credential rotation job failed silently.
INC-000648,order-service,SEV3,mitigated,2025-09-21 13:12:38,2025-09-21 16:00:59.540558012,Incident on order-service triggered by database connection pool exhaustion.,A memory leak introduced in the previous release caused gradual degradation.
INC-000649,auth-service,SEV4,resolved,2024-05-29 17:38:13,2024-05-30 01:12:49.891641160,Incident on auth-service triggered by an unhandled exception in a new code path.,Capacity was not scaled ahead of a known traffic event.
INC-000650,shipping-tracker,SEV4,mitigated,2025-08-05 19:53:31,2025-08-06 01:56:02.815486792,Incident on shipping-tracker triggered by a misconfigured deployment.,An upstream dependency exceeded its SLA during a regional failover.
